Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-18T00:00+02:00;2025-09-19T00:00+02:00;2025-09-18;Totalt;2092;100,0;24;24;0;2;99,90;1755;335;106;145;19;65;63;2
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-19T00:00+02:00;2025-09-20T00:00+02:00;2025-09-19;1;1029;100,0;24;24;0;0;100,00;836;193;49;93;14;37;37;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-19T00:00+02:00;2025-09-20T00:00+02:00;2025-09-19;2;1514;100,0;24;24;0;0;100,00;1249;265;85;135;11;34;34;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-19T00:00+02:00;2025-09-20T00:00+02:00;2025-09-19;Totalt i retning Bodø;1035;100,0;24;24;0;0;100,00;841;194;49;93;14;38;38;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-19T00:00+02:00;2025-09-20T00:00+02:00;2025-09-19;Totalt i retning Ørnes;1508;100,0;24;24;0;0;100,00;1244;264;85;135;11;33;33;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-19T00:00+02:00;2025-09-20T00:00+02:00;2025-09-19;Totalt;2543;100,0;24;24;0;0;100,00;2085;458;134;228;25;71;71;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-20T00:00+02:00;2025-09-21T00:00+02:00;2025-09-20;1;872;100,0;24;24;0;1;99,89;753;118;37;54;4;23;23;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-20T00:00+02:00;2025-09-21T00:00+02:00;2025-09-20;2;860;100,0;24;24;0;1;99,88;742;117;40;60;6;11;11;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-20T00:00+02:00;2025-09-21T00:00+02:00;2025-09-20;Totalt i retning Bodø;875;100,0;24;24;0;1;99,89;756;118;37;54;4;23;23;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-20T00:00+02:00;2025-09-21T00:00+02:00;2025-09-20;Totalt i retning Ørnes;857;100,0;24;24;0;1;99,88;739;117;40;60;6;11;11;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-20T00:00+02:00;2025-09-21T00:00+02:00;2025-09-20;Totalt;1732;100,0;24;24;0;2;99,88;1495;235;77;114;10;34;34;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-21T00:00+02:00;2025-09-22T00:00+02:00;2025-09-21;1;1214;100,0;24;24;0;1;99,92;1071;142;44;92;5;1;1;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-21T00:00+02:00;2025-09-22T00:00+02:00;2025-09-21;2;724;100,0;24;24;0;0;100,00;624;100;41;44;5;10;10;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-21T00:00+02:00;2025-09-22T00:00+02:00;2025-09-21;Totalt i retning Bodø;1216;100,0;24;24;0;1;99,92;1073;142;44;92;5;1;1;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-21T00:00+02:00;2025-09-22T00:00+02:00;2025-09-21;Totalt i retning Ørnes;722;100,0;24;24;0;0;100,00;622;100;41;44;5;10;10;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-21T00:00+02:00;2025-09-22T00:00+02:00;2025-09-21;Totalt;1938;100,0;24;24;0;1;99,95;1695;242;85;136;10;11;11;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-22T00:00+02:00;2025-09-23T00:00+02:00;2025-09-22;1;926;100,0;24;24;0;0;100,00;750;176;47;69;20;40;39;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-22T00:00+02:00;2025-09-23T00:00+02:00;2025-09-22;2;959;100,0;24;24;0;0;100,00;785;174;49;61;23;41;41;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-22T00:00+02:00;2025-09-23T00:00+02:00;2025-09-22;Totalt i retning Bodø;930;100,0;24;24;0;0;100,00;753;177;47;69;21;40;39;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-22T00:00+02:00;2025-09-23T00:00+02:00;2025-09-22;Totalt i retning Ørnes;955;100,0;24;24;0;0;100,00;782;173;49;61;22;41;41;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-22T00:00+02:00;2025-09-23T00:00+02:00;2025-09-22;Totalt;1885;100,0;24;24;0;0;100,00;1535;350;96;130;43;81;80;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-23T00:00+02:00;2025-09-24T00:00+02:00;2025-09-23;1;868;100,0;24;24;0;0;100,00;678;190;41;77;32;40;40;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-23T00:00+02:00;2025-09-24T00:00+02:00;2025-09-23;2;878;100,0;24;24;0;1;99,89;693;184;50;79;25;30;29;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-23T00:00+02:00;2025-09-24T00:00+02:00;2025-09-23;Totalt i retning Bodø;869;100,0;24;24;0;0;100,00;678;191;41;77;32;41;41;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-23T00:00+02:00;2025-09-24T00:00+02:00;2025-09-23;Totalt i retning Ørnes;877;100,0;24;24;0;1;99,89;693;183;50;79;25;29;28;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-23T00:00+02:00;2025-09-24T00:00+02:00;2025-09-23;Totalt;1746;100,0;24;24;0;1;99,94;1371;374;91;156;57;70;69;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-24T00:00+02:00;2025-09-25T00:00+02:00;2025-09-24;1;901;100,0;24;24;0;0;100,00;706;195;45;89;29;32;32;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-24T00:00+02:00;2025-09-25T00:00+02:00;2025-09-24;2;945;100,0;24;24;0;0;100,00;734;211;52;94;27;38;38;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-24T00:00+02:00;2025-09-25T00:00+02:00;2025-09-24;Totalt i retning Bodø;905;100,0;24;24;0;0;100,00;709;196;45;90;29;32;32;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-24T00:00+02:00;2025-09-25T00:00+02:00;2025-09-24;Totalt i retning Ørnes;941;100,0;24;24;0;0;100,00;731;210;52;93;27;38;38;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-24T00:00+02:00;2025-09-25T00:00+02:00;2025-09-24;Totalt;1846;100,0;24;24;0;0;100,00;1440;406;97;183;56;70;70;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-25T00:00+02:00;2025-09-26T00:00+02:00;2025-09-25;1;915;100,0;24;24;0;0;100,00;754;161;46;73;13;29;29;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-25T00:00+02:00;2025-09-26T00:00+02:00;2025-09-25;2;963;100,0;24;24;0;0;100,00;783;180;52;77;21;30;30;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-25T00:00+02:00;2025-09-26T00:00+02:00;2025-09-25;Totalt i retning Bodø;916;100,0;24;24;0;0;100,00;754;162;46;73;13;30;30;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-25T00:00+02:00;2025-09-26T00:00+02:00;2025-09-25;Totalt i retning Ørnes;962;100,0;24;24;0;0;100,00;783;179;52;77;21;29;29;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-25T00:00+02:00;2025-09-26T00:00+02:00;2025-09-25;Totalt;1878;100,0;24;24;0;0;100,00;1537;341;98;150;34;59;59;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-26T00:00+02:00;2025-09-27T00:00+02:00;2025-09-26;1;994;100,0;24;24;0;1;99,90;819;174;37;84;13;40;40;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-26T00:00+02:00;2025-09-27T00:00+02:00;2025-09-26;2;1499;100,0;24;24;0;0;100,00;1260;239;59;145;11;24;24;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-26T00:00+02:00;2025-09-27T00:00+02:00;2025-09-26;Totalt i retning Bodø;998;100,0;24;24;0;1;99,90;821;176;38;85;13;40;40;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-26T00:00+02:00;2025-09-27T00:00+02:00;2025-09-26;Totalt i retning Ørnes;1495;100,0;24;24;0;0;100,00;1258;237;58;144;11;24;24;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-26T00:00+02:00;2025-09-27T00:00+02:00;2025-09-26;Totalt;2493;100,0;24;24;0;1;99,96;2079;413;96;229;24;64;64;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-27T00:00+02:00;2025-09-28T00:00+02:00;2025-09-27;1;913;100,0;24;24;0;0;100,00;804;109;25;69;5;10;10;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-27T00:00+02:00;2025-09-28T00:00+02:00;2025-09-27;2;1151;100,0;24;24;0;1;99,91;1016;134;45;78;4;7;7;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-27T00:00+02:00;2025-09-28T00:00+02:00;2025-09-27;Totalt i retning Bodø;916;100,0;24;24;0;0;100,00;807;109;25;69;5;10;10;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-27T00:00+02:00;2025-09-28T00:00+02:00;2025-09-27;Totalt i retning Ørnes;1148;100,0;24;24;0;1;99,91;1013;134;45;78;4;7;7;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-27T00:00+02:00;2025-09-28T00:00+02:00;2025-09-27;Totalt;2064;100,0;24;24;0;1;99,95;1820;243;70;147;9;17;17;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-28T00:00+02:00;2025-09-29T00:00+02:00;2025-09-28;1;1395;100,0;24;24;0;2;99,86;1217;176;50;107;13;6;6;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-28T00:00+02:00;2025-09-29T00:00+02:00;2025-09-28;2;851;100,0;24;24;0;1;99,88;754;96;32;47;8;9;9;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-28T00:00+02:00;2025-09-29T00:00+02:00;2025-09-28;Totalt i retning Bodø;1400;100,0;24;24;0;2;99,86;1222;176;50;107;13;6;6;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-28T00:00+02:00;2025-09-29T00:00+02:00;2025-09-28;Totalt i retning Ørnes;846;100,0;24;24;0;1;99,88;749;96;32;47;8;9;9;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-28T00:00+02:00;2025-09-29T00:00+02:00;2025-09-28;Totalt;2246;100,0;24;24;0;3;99,87;1971;272;82;154;21;15;15;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-29T00:00+02:00;2025-09-30T00:00+02:00;2025-09-29;1;1043;100,0;24;24;0;1;99,90;870;172;49;88;9;26;26;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-29T00:00+02:00;2025-09-30T00:00+02:00;2025-09-29;2;1044;100,0;24;24;0;1;99,90;844;199;69;83;10;37;37;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-29T00:00+02:00;2025-09-30T00:00+02:00;2025-09-29;Totalt i retning Bodø;1043;100,0;24;24;0;1;99,90;870;172;49;88;9;26;26;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-29T00:00+02:00;2025-09-30T00:00+02:00;2025-09-29;Totalt i retning Ørnes;1044;100,0;24;24;0;1;99,90;844;199;69;83;10;37;37;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-29T00:00+02:00;2025-09-30T00:00+02:00;2025-09-29;Totalt;2087;100,0;24;24;0;2;99,90;1714;371;118;171;19;63;63;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-30T00:00+02:00;2025-10-01T00:00+02:00;2025-09-30;1;1071;100,0;24;24;0;1;99,91;897;173;44;84;10;35;35;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-30T00:00+02:00;2025-10-01T00:00+02:00;2025-09-30;2;964;100,0;24;24;0;1;99,90;789;174;53;87;7;27;26;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-30T00:00+02:00;2025-10-01T00:00+02:00;2025-09-30;Totalt i retning Bodø;1074;100,0;24;24;0;1;99,91;898;175;44;84;10;37;37;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-30T00:00+02:00;2025-10-01T00:00+02:00;2025-09-30;Totalt i retning Ørnes;961;100,0;24;24;0;1;99,90;788;172;53;87;7;25;24;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-30T00:00+02:00;2025-10-01T00:00+02:00;2025-09-30;Totalt;2035;100,0;24;24;0;2;99,90;1686;347;97;171;17;62;61;1
